sex,padreSector,fechaNacimiento,edadDejaEstudio,muere,naceFueraMatri,madreEdad
male,NoFijo,1859-04-03,15,0,no,33.333
female,Agricultura,1879-10-25,1.158,1,no,27.606
male,NoFijo,1880-01-09,0.476,1,no,30.965
male,Agricultura,1873-07-18,15,0,yes,45.418
male,NoFijo,1854-10-08,15,0,no,31.461
female,SectorPrivado,1883-01-12,15,0,no,34.201
male,Agricultura,1862-03-03,0.871,1,no,40.947
female,SectorPublico,1850-07-12,5.407,1,no,40.074
male,Agricultura,1864-06-16,15,0,yes,41.637
female,Agricultura,1874-08-28,15,0,no,31.74
female,NoFijo,1873-07-09,15,0,no,34.527
male,Agricultura,1878-09-09,15,0,no,19.379
female,Agricultura,1867-01-27,15,0,yes,26.089
male,Agricultura,1882-12-03,15,0,no,27.157
male,Agricultura,1855-03-28,2.418,1,yes,39.417
male,Agricultura,1853-12-05,2.418,1,no,38.587
male,NoFijo,1879-08-07,0.145,1,no,21.563
female,Agricultura,1859-11-16,15,0,no,36.235
female,Agricultura,1854-04-05,15,0,no,31.461
female,Agricultura,1884-04-24,15,0,no,39.31
male,NoFijo,1884-08-15,15,0,yes,25.185
female,NoFijo,1883-09-12,15,0,no,33.013
female,Agricultura,1883-05-08,8.312,1,no,26.579
male,Agricultura,1877-05-31,15,0,no,31.521
female,NoFijo,1883-04-18,15,0,no,24.252
female,Agricultura,1858-08-16,15,0,no,28.778
male,Agricultura,1873-12-28,0.123,1,no,27.047
female,NoFijo,1879-03-04,15,0,no,34.612
male,NoFijo,1853-09-09,15,0,no,35.357
female,Agricultura,1870-05-27,3.803,1,no,34.048
male,Agricultura,1880-05-27,15,0,no,35.102
female,Agricultura,1851-03-05,15,0,no,33.536
male,NoFijo,1860-01-05,15,0,no,37.925
male,NoFijo,1882-09-16,15,0,no,32.698
male,Agricultura,1873-08-13,15,0,no,25.862
female,NoFijo,1881-12-30,15,0,no,32.865
female,Agricultura,1878-12-14,15,0,no,27.8
male,NoFijo,1864-09-29,3.559,1,no,40.038
female,Agricultura,1875-03-05,15,0,no,24.742
male,NoFijo,1884-08-26,1.621,1,no,38.464
male,Agricultura,1877-11-12,15,0,no,38.064
male,Agricultura,1875-04-08,15,0,no,31.847
female,SectorPublico,1873-11-09,0.917,0,no,38.771
female,Agricultura,1884-05-10,15,0,no,28.876
male,NoFijo,1856-01-10,1.711,1,no,23.759
female,SectorPublico,1860-05-23,1.774,1,no,30.426
male,Agricultura,1876-02-29,2.924,1,no,41.747
female,NoFijo,1851-10-20,15,0,no,25.528
female,Agricultura,1862-02-07,15,0,no,32.134
male,NoFijo,1866-10-28,15,0,yes,22.207
male,NoFijo,1864-06-02,15,0,no,40.591
male,NoFijo,1881-04-29,15,0,no,37.558
male,NoFijo,1863-12-29,15,0,no,26.366
female,Agricultura,1852-11-15,15,0,no,40.958
female,Agricultura,1860-10-03,4.438,1,no,35.05
female,NoFijo,1875-08-01,15,0,no,25.079
female,NoFijo,1871-02-03,15,0,no,31.622
female,Agricultura,1877-05-04,5.199,1,no,35.696
male,Agricultura,1883-08-15,15,0,no,37.574
male,Agricultura,1881-05-22,15,0,no,41.875
male,Agricultura,1879-06-14,11.548,0,no,45.629
male,Agricultura,1874-10-10,15,0,no,23.176
male,Agricultura,1862-07-14,15,0,no,34.105
male,Agricultura,1871-01-05,15,0,no,24.854
male,NoFijo,1855-02-16,15,0,yes,35.554
male,Agricultura,1862-10-25,15,0,no,26.919
male,NoFijo,1875-05-11,15,0,no,34.056
female,Agricultura,1872-05-18,15,0,no,32.909
male,Agricultura,1858-08-22,15,0,yes,22.015
female,Agricultura,1877-03-11,15,0,no,43.176
male,Agricultura,1875-09-01,15,0,no,22.541
male,Agricultura,1868-08-31,15,0,yes,25.99
male,SectorPrivado,1875-11-02,15,0,no,32.873
female,Agricultura,1875-01-19,15,0,no,32.405
male,Agricultura,1883-10-25,6.248,1,no,27.258
male,Agricultura,1866-02-17,15,0,yes,19.387
male,Agricultura,1851-03-05,15,0,no,25.881
female,Agricultura,1866-03-23,4.783,1,no,34.88
male,NoFijo,1874-11-16,15,0,no,30.787
female,Agricultura,1855-02-27,15,0,no,37.333
female,Agricultura,1881-01-19,15,0,no,37.183
male,Agricultura,1883-11-10,15,0,no,36.339
male,Agricultura,1867-08-03,15,0,yes,37.457
female,Agricultura,1870-07-26,15,0,no,39.132
male,Agricultura,1869-07-12,15,0,no,28.879
male,Agricultura,1855-03-16,15,0,no,36.134
male,Agricultura,1857-05-04,1.848,1,no,36.424
female,Agricultura,1851-06-05,0.572,0,no,28.277
male,Agricultura,1882-02-10,15,0,no,42.812
male,Agricultura,1877-01-03,15,0,no,25.996
male,NoFijo,1882-01-01,15,0,no,38.393
female,Agricultura,1877-01-16,15,0,no,30.021
male,Agricultura,1882-11-05,15,0,no,21.284
female,Agricultura,1883-03-17,15,0,no,26.524
male,Agricultura,1871-10-03,2.401,1,no,38.595
male,NoFijo,1863-01-24,15,0,no,38.42
male,NoFijo,1881-05-21,15,0,no,29.459
male,NoFijo,1877-11-08,15,0,no,32.849
female,NoFijo,1880-01-25,15,0,no,19.603
male,Agricultura,1860-12-04,0.192,1,no,24.186
female,Agricultura,1869-03-01,15,0,no,29.667
female,Agricultura,1853-03-23,15,0,no,32.871
male,Agricultura,1857-07-12,3.483,1,yes,28.337
male,Agricultura,1870-09-01,15,0,no,27.118
male,Agricultura,1879-07-20,3.869,0,no,29.448
female,NoFijo,1855-07-01,0.318,1,no,41.763
male,NoFijo,1866-03-16,0.178,1,yes,26.292
female,Agricultura,1874-05-17,13.55,1,no,34.434
female,Agricultura,1874-08-30,12.156,1,no,45.279
female,Agricultura,1856-10-19,0.052,1,no,24.17
male,Agricultura,1880-05-15,15,0,no,28.706
male,Agricultura,1863-03-27,15,0,no,28.181
male,Agricultura,1865-04-15,15,0,no,34.743
male,Agricultura,1857-02-14,2.762,1,no,29.629
female,Agricultura,1871-09-06,0.753,1,no,30.656
female,Agricultura,1870-11-10,15,0,yes,38.089
male,Agricultura,1871-07-24,15,0,no,37.766
female,Agricultura,1883-11-14,1.331,1,no,34.19
male,Agricultura,1869-05-09,15,0,no,33.558
female,NoFijo,1856-09-24,15,0,no,23.107
female,Agricultura,1855-03-18,15,0,no,27.614
male,Agricultura,1859-08-24,15,0,no,21.092
male,Agricultura,1870-09-13,0.101,1,no,31.159
male,Agricultura,1867-09-20,0.893,1,yes,47.732
female,Agricultura,1865-02-09,15,0,no,18.984
male,Agricultura,1869-05-12,15,0,no,24.003
male,Agricultura,1861-07-08,15,0,no,36.225
male,Agricultura,1862-06-12,15,0,no,21.325
male,Agricultura,1870-08-31,15,0,no,22.658
male,Agricultura,1855-10-11,13.175,1,no,35.025
female,Agricultura,1855-07-09,15,0,no,26.771
male,NoFijo,1855-03-15,15,0,no,31.028
female,Agricultura,1877-04-30,8.972,1,no,35.83
male,Agricultura,1871-03-06,15,0,no,41.369
male,NoFijo,1875-10-18,15,0,no,40.487
female,Agricultura,1864-11-27,0.591,1,no,42.108
male,NoFijo,1880-12-25,0.608,1,no,33.892
female,NoFijo,1850-09-14,15,0,no,25.977
male,Agricultura,1867-08-29,15,0,no,38.439
male,NoFijo,1860-07-24,15,0,no,39.578
male,Agricultura,1860-02-20,15,0,no,35.017
male,Agricultura,1880-03-29,15,0,no,41.202
female,NoFijo,1854-09-25,15,0,no,27.247
male,Agricultura,1879-12-23,0.077,1,no,20.977
female,SectorPublico,1873-07-23,2.877,0,no,38.995
female,Agricultura,1872-01-04,15,0,no,28.78
male,NoFijo,1883-06-13,15,0,no,40.167
male,Agricultura,1869-11-18,15,0,no,36.066
male,Agricultura,1851-03-25,4.345,1,no,25.221
male,Agricultura,1874-06-29,15,0,no,29.799
female,NoFijo,1883-07-18,15,0,no,36.698
female,Agricultura,1861-08-10,15,0,no,19.751
male,Agricultura,1874-01-15,0.014,1,no,27.296
male,Agricultura,1863-09-13,15,0,no,22.13
female,Agricultura,1857-03-02,15,0,no,26.409
female,Agricultura,1871-11-07,15,0,yes,28.934
female,Agricultura,1852-06-21,15,0,no,31.959
female,Agricultura,1872-07-18,15,0,no,34.341
male,NoFijo,1866-07-18,15,0,no,37.298
male,Agricultura,1856-06-22,1.172,1,no,26.628
female,Agricultura,1873-03-11,0.008,1,no,22.177
male,NoFijo,1853-01-20,15,0,no,37.081
female,Agricultura,1883-11-28,15,0,no,26.456
female,Agricultura,1881-02-15,15,0,yes,38.617
female,Agricultura,1854-06-06,15,0,yes,22.992
male,Agricultura,1884-07-09,15,0,no,40.334
female,Agricultura,1863-10-08,1.73,1,no,42.042
female,Agricultura,1862-09-12,15,0,no,26.732
female,Agricultura,1875-07-12,15,0,no,39.696
male,Agricultura,1874-03-07,0.038,1,no,37.758
female,Agricultura,1877-10-05,15,0,no,34.103
male,Agricultura,1860-09-16,15,0,no,33.166
female,Agricultura,1856-05-30,0.512,1,yes,27.559
female,NoFijo,1859-03-12,15,0,no,36.487
male,Agricultura,1860-10-13,2.806,1,no,30.642
female,NoFijo,1858-05-24,15,0,no,26.653
male,Agricultura,1867-06-15,15,0,no,34.683
male,Agricultura,1864-05-15,15,0,no,32.126
female,Agricultura,1882-06-11,15,0,no,26.869
female,NoFijo,1880-12-21,15,0,no,34.795
male,Agricultura,1875-09-06,15,0,no,28.214
male,Agricultura,1876-04-28,15,0,no,32.487
female,NoFijo,1883-04-20,15,0,yes,19.592
female,Agricultura,1868-04-10,15,0,no,26.661
female,Agricultura,1876-06-11,15,0,no,27.775
female,SectorPublico,1874-04-16,15,0,no,32.342
male,NoFijo,1884-02-08,1.492,0,no,20.914
female,NoFijo,1881-03-27,0.482,1,no,44.542
male,Agricultura,1874-12-20,5.358,0,no,34.398
female,Agricultura,1875-09-01,15,0,no,33.58
male,Agricultura,1856-03-12,15,0,no,35.737
female,NoFijo,1876-02-09,15,0,no,24.304
male,Agricultura,1853-01-09,1.473,1,no,32.865
male,Agricultura,1874-08-26,15,0,no,25.194
female,Agricultura,1878-04-28,15,0,no,40.444
female,Agricultura,1872-10-26,1.582,1,no,28.865
female,NoFijo,1859-11-02,6.327,1,no,29.35
male,NoFijo,1869-11-04,15,0,no,35.452
male,Agricultura,1884-05-04,6.439,1,no,34.023
female,Agricultura,1880-01-13,15,0,no,25.911
female,NoFijo,1877-07-21,15,0,no,34.563
female,NoFijo,1880-03-28,15,0,no,40.764
male,Agricultura,1863-11-20,4.052,1,no,40.003
male,NoFijo,1855-09-07,15,0,no,24.789
male,Agricultura,1855-03-10,15,0,yes,31.305
female,NoFijo,1876-07-05,15,0,no,40.613
female,Agricultura,1881-07-15,15,0,no,30.864
male,Agricultura,1870-02-27,15,0,no,20.928
male,Agricultura,1881-12-28,15,0,no,33.213
male,NoFijo,1872-11-01,15,0,no,38.721
male,Agricultura,1860-09-29,15,0,no,33.621
male,SectorPublico,1875-12-19,15,0,no,34.617
male,Agricultura,1871-06-29,0.052,1,no,33.927
male,SectorPublico,1878-07-17,15,0,no,24.107
female,NoFijo,1855-07-14,15,0,no,42.648
female,Agricultura,1868-01-09,15,0,no,32.392
female,Agricultura,1853-02-13,0.019,1,no,28.485
male,Agricultura,1858-11-26,6.24,1,no,33.834
male,Agricultura,1851-10-12,15,0,no,26.409
male,Agricultura,1861-10-08,15,0,yes,29.76
male,Agricultura,1872-12-12,15,0,no,44.632
female,NoFijo,1863-12-27,15,0,no,24.838
female,Agricultura,1863-01-08,1.61,1,no,32.747
female,Agricultura,1877-12-27,0.392,1,no,33.925
female,Agricultura,1859-07-29,15,0,no,28.728
female,Agricultura,1873-07-01,0.172,1,no,43.691
female,Agricultura,1869-04-06,2.313,0,no,25.251
female,Agricultura,1882-06-07,3.956,1,no,34.385
female,Agricultura,1855-10-08,15,0,no,32.923
male,Agricultura,1882-01-06,15,0,no,31.05
male,Agricultura,1859-07-04,15,0,no,33.634
male,NoFijo,1866-03-17,15,0,no,31.116
male,Agricultura,1861-06-07,15,0,no,34.831
male,Agricultura,1873-02-02,15,0,no,29.476
male,Agricultura,1880-03-12,15,0,no,27.105
female,Agricultura,1864-10-26,15,0,no,33.155
female,Agricultura,1873-08-20,15,0,yes,31.663
male,NoFijo,1884-07-16,15,0,no,23.373
female,Agricultura,1877-11-15,1.131,1,no,31.48
male,Agricultura,1879-07-05,15,0,no,25.3
male,Agricultura,1880-06-01,15,0,no,31.077
female,SectorPublico,1860-04-27,15,0,yes,28.43
male,NoFijo,1852-03-23,3.589,1,no,24.025
female,Agricultura,1878-09-24,15,0,no,28.69
female,Agricultura,1862-02-16,15,0,no,39.285
male,Agricultura,1854-12-10,15,0,no,31.458
female,Agricultura,1864-05-06,1.687,1,no,32.268
female,Agricultura,1874-10-13,15,0,no,33.793
female,Agricultura,1871-02-20,15,0,no,33.383
female,Agricultura,1883-05-12,15,0,no,32.613
female,NoFijo,1874-05-06,15,0,no,39.225
female,Agricultura,1881-08-03,15,0,no,34.825
male,NoFijo,1882-01-06,15,0,no,25.016
female,Agricultura,1884-08-29,15,0,no,33.725
female,Agricultura,1880-12-17,15,0,yes,23.885
male,Agricultura,1869-09-15,15,0,yes,44.392
male,Agricultura,1875-03-29,15,0,no,42.464
female,Agricultura,1852-12-03,15,0,yes,30.062
female,Agricultura,1853-04-15,15,0,no,24.145
female,Agricultura,1861-07-15,15,0,yes,31.321
male,Agricultura,1857-04-24,15,0,no,29.185
female,NoFijo,1873-01-21,14.73,1,no,24.641
male,SectorPublico,1874-09-23,0.041,1,no,19.723
female,NoFijo,1871-04-13,15,0,yes,26.064
male,Agricultura,1859-07-23,0.545,1,no,39.633
female,Agricultura,1874-09-09,15,0,no,35.535
female,NoFijo,1871-04-03,15,0,no,33.314
male,Agricultura,1872-08-13,15,0,no,39.567
female,Agricultura,1877-11-28,15,0,no,29.295
male,Agricultura,1869-09-09,15,0,no,29.008
male,SectorPublico,1879-10-04,5.947,0,no,41.188
female,Agricultura,1884-02-22,0.227,1,no,32.479
male,SectorPublico,1866-03-18,3.688,0,no,33.911
male,Agricultura,1871-01-25,15,0,no,34.645
female,Agricultura,1877-02-06,0.635,1,no,24.969
male,Agricultura,1877-07-28,15,0,no,26.021
male,Agricultura,1882-11-14,15,0,no,36.542
female,Agricultura,1876-04-02,15,0,no,33.999
male,Agricultura,1875-01-12,15,0,no,27.077
male,Agricultura,1869-05-05,15,0,no,35.08
male,Agricultura,1858-09-20,15,0,no,21.733
female,Agricultura,1854-02-19,15,0,no,32.085
female,NoFijo,1878-12-15,15,0,no,43.48
male,NoFijo,1870-09-13,15,0,no,34.579
female,Agricultura,1859-11-10,15,0,yes,35.951
male,Agricultura,1858-06-06,15,0,no,38.658
male,Agricultura,1864-11-30,15,0,no,38.138
male,NoFijo,1871-06-30,15,0,no,33.689
female,SectorPublico,1884-07-21,15,0,no,23.754
female,Agricultura,1854-08-26,15,0,no,29.314
male,Agricultura,1883-04-09,15,0,no,31.296
female,Agricultura,1881-04-05,0.523,1,no,29.484
female,Agricultura,1880-08-01,15,0,no,37.996
male,Agricultura,1851-09-30,15,0,no,30.689
male,NoFijo,1861-02-17,0.767,1,no,30.204
male,SectorPrivado,1865-08-08,15,0,no,23.956
female,Agricultura,1862-03-11,15,0,no,35.956
female,Agricultura,1878-12-29,15,0,no,24.104
female,Agricultura,1865-07-22,15,0,no,39.058
female,NoFijo,1870-07-02,15,0,no,26.415
female,Agricultura,1883-06-21,15,0,no,28.096
female,Agricultura,1872-11-04,15,0,no,45.331
female,Agricultura,1877-02-15,15,0,no,37.068
female,SectorPublico,1875-08-20,15,0,no,27.406
male,Agricultura,1876-05-27,15,0,no,39.143
female,NoFijo,1876-06-10,15,0,no,41.3
male,Agricultura,1856-06-14,3.986,1,no,24.079
female,Agricultura,1877-12-16,14.409,1,no,41.629
male,NoFijo,1857-11-24,3.431,1,yes,19.524
male,SectorPublico,1855-09-29,15,0,yes,32.909
male,Agricultura,1876-10-21,15,0,no,38.675
male,Agricultura,1866-03-17,15,0,yes,38.034
female,NoFijo,1876-10-30,15,0,no,33.276
male,Agricultura,1878-05-26,15,0,no,32.734
female,NoFijo,1879-11-21,15,0,no,27.756
female,NoFijo,1883-03-08,15,0,no,32.783
female,NoFijo,1865-02-06,15,0,no,29.098
male,Agricultura,1856-11-11,15,0,no,34.138
male,Agricultura,1864-07-30,15,0,yes,23.261
male,Agricultura,1881-06-30,15,0,no,36.493
female,Agricultura,1881-01-28,15,0,no,25.309
female,Agricultura,1879-03-25,15,0,no,27.767
female,NoFijo,1863-02-09,4.986,1,no,39.042
female,Agricultura,1881-04-01,5.021,1,no,26.853
female,NoFijo,1877-09-30,0.282,1,no,36.983
male,Agricultura,1862-01-21,15,0,yes,30.308
male,Agricultura,1865-01-17,2.88,1,no,29.895
male,NoFijo,1874-11-28,15,0,no,30.565
female,NoFijo,1883-03-08,15,0,no,39.409
male,Agricultura,1871-03-29,15,0,no,35.488
male,Agricultura,1882-03-26,15,0,no,31.863
female,Agricultura,1878-07-28,15,0,no,28.14
male,Agricultura,1880-02-11,15,0,no,34.39
male,NoFijo,1879-04-30,9.087,0,no,23.666
female,Agricultura,1858-11-01,15,0,no,23.682
female,Agricultura,1853-05-18,1.64,1,no,43.162
male,Agricultura,1884-04-11,14.111,1,no,33.5
female,NoFijo,1851-04-06,5.884,1,no,29.347
male,Agricultura,1865-06-06,15,0,no,37.125
female,NoFijo,1862-12-03,15,0,no,28.92
male,Agricultura,1856-05-28,15,0,yes,27.677
male,Agricultura,1881-12-06,3.425,1,no,31.537
female,Agricultura,1855-04-18,15,0,no,25.938
female,NoFijo,1874-12-20,15,0,yes,33.248
male,Agricultura,1872-11-14,15,0,yes,23.926
male,Agricultura,1884-05-08,0.991,1,no,24.684
female,Agricultura,1884-09-01,15,0,no,31.124
male,NoFijo,1864-05-08,15,0,no,33.424
female,Agricultura,1884-10-26,15,0,no,41.224
male,Agricultura,1879-02-21,15,0,no,21.268
female,Agricultura,1865-10-27,15,0,no,29.703
male,Agricultura,1881-02-06,1.328,0,no,32.183
male,NoFijo,1858-09-03,15,0,no,38.886
male,Agricultura,1853-01-04,15,0,no,40.512
female,Agricultura,1879-12-29,9.574,0,no,24.912
female,NoFijo,1876-03-19,0.287,1,no,43.055
male,Agricultura,1877-12-08,15,0,no,43.214
male,Agricultura,1882-07-02,15,0,no,35.962
male,Agricultura,1864-08-08,7.877,1,no,35.598
female,Agricultura,1882-08-28,15,0,no,29.977
male,Agricultura,1865-05-19,15,0,no,38.697
female,Agricultura,1858-03-09,15,0,no,33.238
male,Agricultura,1877-03-22,15,0,no,26.579
female,NoFijo,1875-10-05,15,0,no,20.419
male,Agricultura,1883-03-21,15,0,no,33.448
male,NoFijo,1881-04-09,15,0,no,37.287
male,Agricultura,1871-01-25,2.634,1,no,30.628
male,Agricultura,1862-11-27,15,0,no,25.309
male,NoFijo,1880-08-24,1.599,1,no,27.025
male,Agricultura,1861-02-25,0.345,1,no,32.652
male,Agricultura,1860-03-18,15,0,no,38.713
male,Agricultura,1881-10-23,15,0,no,37.744
male,Agricultura,1877-02-14,15,0,no,42.116
female,Agricultura,1860-08-23,5.331,1,yes,37.358
female,NoFijo,1865-11-08,0.531,1,no,34.212
male,Agricultura,1874-07-17,15,0,no,38.53
female,Agricultura,1880-01-05,15,0,no,34.916
female,Agricultura,1854-11-24,15,0,no,40.649
male,Agricultura,1878-08-02,15,0,no,33.511
male,Agricultura,1855-07-27,0.526,1,no,43.981
female,Agricultura,1864-06-11,15,0,no,31.989
male,NoFijo,1859-10-12,15,0,no,43.775
female,NoFijo,1867-04-21,1.432,1,no,39.124
female,NoFijo,1876-06-20,15,0,no,34.894
male,Agricultura,1860-08-10,15,0,no,35.526
male,Agricultura,1870-11-24,12.277,1,no,30.938
female,Agricultura,1882-12-30,3.121,1,no,39.639
male,SectorPublico,1859-09-15,1.142,0,no,40.849
female,Agricultura,1857-07-11,15,0,no,38.19
female,Agricultura,1883-05-11,15,0,no,38.464
female,NoFijo,1873-08-25,3.573,0,yes,21.837
male,Agricultura,1857-08-26,15,0,no,22.683
male,Agricultura,1856-11-21,15,0,no,32.69
male,Agricultura,1882-09-30,0.197,1,no,33.415
female,NoFijo,1856-04-25,15,0,no,33.673
male,Agricultura,1850-02-03,0.909,1,no,26.836
male,Agricultura,1860-03-11,15,0,no,29.268
male,NoFijo,1850-08-06,15,0,no,27.885
male,Agricultura,1854-05-12,15,0,yes,26.053
male,Agricultura,1851-03-17,15,0,no,29.41
female,Agricultura,1864-12-22,15,0,no,43.08
male,Agricultura,1877-02-10,15,0,no,28.966
male,Agricultura,1866-09-29,0.082,1,no,27.02
female,Agricultura,1874-12-11,15,0,no,24.545
female,Agricultura,1859-09-22,15,0,no,27.318
female,Agricultura,1873-06-09,15,0,no,22.508
male,Agricultura,1864-10-11,15,0,no,31.48
male,Agricultura,1884-05-12,15,0,no,42.324
female,NoFijo,1859-03-03,11.83,0,no,37.659
female,NoFijo,1857-05-06,15,0,no,37.903
male,Agricultura,1866-12-29,5.829,1,no,30.806
female,NoFijo,1882-08-23,15,0,no,29.637
male,Agricultura,1881-06-15,15,0,no,27.986
male,NoFijo,1854-01-27,3.346,1,no,24.611
male,Agricultura,1858-03-19,15,0,no,29.637
female,Agricultura,1883-04-02,15,0,no,34.357
male,Agricultura,1877-11-01,15,0,no,27.337
male,Agricultura,1863-05-05,15,0,no,33.719
male,NoFijo,1858-02-19,15,0,no,32.186
male,SectorPrivado,1856-09-02,15,0,no,27.034
female,Agricultura,1867-05-04,15,0,no,29.632
female,NoFijo,1880-01-06,7.444,1,no,41.607
female,Agricultura,1865-08-10,15,0,no,32.277
male,Agricultura,1865-09-27,0.32,1,yes,31.828
female,Agricultura,1855-01-18,15,0,no,38.626
male,Agricultura,1856-02-03,15,0,no,36.386
female,Agricultura,1883-01-21,15,0,no,24.591
male,NoFijo,1865-11-18,15,0,no,27.91
male,Agricultura,1863-10-07,0.025,1,no,32.419
male,Agricultura,1873-05-15,15,0,no,28.756
female,SectorPublico,1882-11-09,15,0,no,21.454
female,NoFijo,1882-12-04,5.659,1,no,30.924
female,Agricultura,1870-01-30,15,0,no,40.961
male,Agricultura,1865-07-06,5.911,1,no,26.042
male,NoFijo,1867-03-08,15,0,no,38.324
male,NoFijo,1865-12-04,15,0,yes,33.429
male,Agricultura,1875-02-17,15,0,no,36.684
male,Agricultura,1864-06-02,15,0,yes,22.921
male,Agricultura,1870-08-27,1.881,1,no,24.252
female,NoFijo,1861-12-09,15,0,no,35.778
female,Agricultura,1869-01-01,15,0,no,27.409
male,Agricultura,1853-12-26,1.38,1,no,39.168
female,Agricultura,1876-06-13,15,0,no,35.159
male,NoFijo,1867-02-06,15,0,yes,17.81
male,Agricultura,1882-04-26,15,0,no,31.885
female,SectorPublico,1877-11-02,15,0,no,47.51
female,Agricultura,1882-05-17,15,0,no,38.642
male,NoFijo,1854-04-24,15,0,no,21.153
female,Agricultura,1884-12-24,15,0,no,40.274
female,Agricultura,1866-05-07,15,0,no,37.333
male,Agricultura,1881-05-07,15,0,no,29.399
female,Agricultura,1876-03-27,15,0,no,40.559
male,NoFijo,1853-03-02,15,0,no,36.559
male,Agricultura,1871-02-08,2.505,1,no,33.654
female,SectorPublico,1879-12-28,15,0,no,33.7
male,Agricultura,1854-06-05,15,0,no,26.157
female,NoFijo,1883-03-20,15,0,no,34.338
male,NoFijo,1855-01-31,15,0,yes,42.585
female,Agricultura,1880-12-05,15,0,no,26.335
male,NoFijo,1851-07-03,15,0,no,27.444
female,NoFijo,1861-07-12,15,0,yes,41.955
male,Agricultura,1873-07-31,15,0,no,28.082
female,Agricultura,1882-10-09,15,0,no,38.664
female,SectorPublico,1869-05-07,3.652,0,no,38.366
male,NoFijo,1867-06-10,15,0,no,33.815
female,Agricultura,1872-09-06,15,0,no,39.17
male,NoFijo,1855-03-25,15,0,no,20.027
female,Agricultura,1866-03-04,15,0,no,37.766
female,Agricultura,1851-12-25,15,0,yes,39.592
